id,prompt_text,prompt_token_count,has_complexity_term,turn_type,context_window_tokens,context_provided,task_type,tier_floor,escalation_score,tier
453,"Answer these from the RFP response below only: what is the deadline, who owns it, and what happens if the deadline slips? Keep the scope to what is actually in front of you, not the wider market. Separate clearly what the data supports from what is your inference. Note any assumption you had to make to get there. Call out the two weakest points in the argument as you see them. Give a rough confidence level for each conclusion and say what would raise it. Show your reasoning for each judgement rather than just the conclusion. Flag anything where the source is ambiguous instead of guessing. Sanity check the arithmetic before you present any figure. If the framing itself is wrong, say so before answering. Tell me what evidence would change your mind on the main claim.",185,False,multi_turn,5820,True,Closed QA,1,3,2
454,Pull the severity level from each of the 30 research papers attached.,16,False,one_shot,17200,True,Extraction,1,2,2
455,"Summarise the insurance claim files attached for a developer audience. Compare it against the version we discussed earlier in this thread. Separate clearly what the data supports from what is your inference. Sanity check the arithmetic before you present any figure. Note where the sample is too small to carry the conclusion. Flag anything where the source is ambiguous instead of guessing. Rank the findings by how much each would change the decision. Where two sources disagree, say which one you weighted more and why. Note any assumption you had to make to get there. Distinguish the near-term implications from the structural ones. Call out the two weakest points in the argument as you see them.",157,True,one_shot,11540,True,Summarization,2,3,3
456,Write a 6-sentence newsletter intro for the Nairobi office.,12,False,one_shot,0,False,Text Generation,1,0,1
457,Make that version friendlier.,5,False,multi_turn,3820,True,Rewrite,3,1,3
458,"Label each of the 20 entries in the user interview notes below as billing, technical or account access.",24,False,one_shot,2660,True,Classification,2,0,2
459,Debug why this pagination helper drops requests under load. Keep it compatible with the current config format so nothing needs migrating. Keep the public interface exactly as it is today.,40,False,multi_turn,6710,True,Code Generation,3,2,3
460,"Label each of the 4 entries in the board deck below as billing, technical or account access. Flag any duplicate entries rather than silently collapsing them.",35,False,one_shot,1410,True,Classification,2,0,2
461,Write a 6-sentence performance review for vendor B. End with a call to action pointing at the docs.,24,False,one_shot,0,False,Text Generation,1,0,1
462,"Pull the top five takeaways out of the clinical trial summary below and note anything the author leaves unsupported. Where two sources disagree, say which one you weighted more and why. Keep the scope to what is actually in front of you, not the wider market. Show your reasoning for each judgement rather than just the conclusion.",77,True,multi_turn,17770,True,Summarization,2,4,3
463,"How does esports sponsorship actually work, roughly?",9,False,one_shot,0,False,Open QA,1,0,1
464,Write a Kotlin function that validates postcodes.,9,False,one_shot,0,False,Code Generation,3,0,3
465,"Using only the audit report below, does it say anything about freight rail scheduling?",19,False,one_shot,5510,True,Closed QA,1,1,1
466,"Translate the shift handover log below into Japanese, keeping the formatting. Avoid naming any competitor, even indirectly.",23,False,one_shot,8570,True,Other,3,1,3
467,"Refactor this TypeScript feature flag client to be async and keep the behaviour identical. Add unit tests covering the error paths, not just the happy path. Do not add any new third-party dependencies. Keep it compatible with the current config format so nothing needs migrating.",61,False,one_shot,8730,True,Code Generation,3,1,3
468,Summarise the insurance claim file below in 40 bullets.,12,True,multi_turn,1150,True,Summarization,2,2,3
469,"Tag each row in the support thread below, then compare the distribution against the batch I sent earlier. Keep the scope to what is actually in front of you, not the wider market. Compare it against the version we discussed earlier in this thread.",59,True,one_shot,8350,True,Classification,2,2,3
470,"Act as a skeptical VC and review the insurance claim file attached the way they would. Where two sources disagree, say which one you weighted more and why. Note any assumption you had to make to get there. Compare it against the version we discussed earlier in this thread. Give a rough confidence level for each conclusion and say what would raise it. Flag anything where the source is ambiguous instead of guessing.",99,True,one_shot,4150,True,Other,3,2,3
471,Debug why this session store drops requests under load. Write it so it degrades gracefully when the upstream is down. Leave a comment wherever the behaviour is deliberately non-obvious.,39,False,one_shot,11730,True,Code Generation,3,1,3
472,"Looking back at the earnings call transcript I shared earlier, what did it say about the pilot cohort? Note where the sample is too small to carry the conclusion.",39,False,multi_turn,10860,True,Closed QA,1,2,2
473,"Edit the board deck below so it reads more confident, then analyse what changed in tone versus the original. Include two short quotes attributed to the engineering lead. Avoid naming any competitor, even indirectly.",46,True,one_shot,10630,True,Rewrite,3,2,3
474,Build me a spreadsheet from the clinical trial summarys attached. Preserve the original ordering of the records. Treat blank and zero as different things. Add a final row with the totals for the numeric columns. Normalise the currency values to USD and say what rate you used. Keep the original identifiers so I can join this back to the source. Sort the output by the most recent date first. Leave the cell blank rather than guessing when a value is missing. Return the result as a table with one row per record.,124,True,one_shot,34310,True,Extraction,1,4,3
475,Rewrite this conference abstract so it sounds more direct.,12,False,one_shot,550,True,Rewrite,3,0,3
476,"According to the customer review batch above, what renewal date was recorded for the northern depot?",22,False,one_shot,1030,True,Closed QA,1,0,1
477,"Looking back at the research paper I shared earlier, what did it say about the Nairobi office?",23,False,multi_turn,2460,True,Closed QA,1,1,1
478,Draft a short internal memo announcing our work on microfinance.,14,False,one_shot,680,True,Text Generation,1,0,1
479,"Give me 8 angles on campus food waste, then analyse which three are most defensible.",20,True,one_shot,0,False,Brainstorming,3,1,3
480,"Rewrite the support macro attached for our support team. Keep it under 25 words. Include two short quotes attributed to the engineering lead. Write it so a non-technical exec could follow it without any background in the area. Do not use bullet points anywhere in the body. End with a call to action pointing at the docs. Avoid naming any competitor, even indirectly. Match the tone of the style guide pasted below rather than your default voice.",104,False,one_shot,14200,True,Rewrite,3,1,3
481,"From the product spec below, list all the payment terms that appear.",16,False,one_shot,1120,True,Extraction,1,0,1
482,"According to the RFP response above, what root cause was recorded for the pilot cohort?",20,True,one_shot,4640,True,Closed QA,1,2,2
483,What could we do about flat referral volume that we haven't already tried? Compare it against the version we discussed earlier in this thread. Tell me what evidence would change your mind on the main claim. Note where the sample is too small to carry the conclusion.,63,True,one_shot,5890,True,Brainstorming,3,2,3
484,What would it take to get into campus food waste with no background in it? Tell me what evidence would change your mind on the main claim. Show your reasoning for each judgement rather than just the conclusion.,51,False,one_shot,0,False,Open QA,1,0,1
485,Classify the records in the shift handover log attached by renewal date. Note which records you were unsure about and why. Keep the original identifiers so I can join this back to the source.,46,False,one_shot,1560,True,Classification,2,0,2
486,Make that version more confident.,7,False,multi_turn,1900,True,Rewrite,3,1,3
487,"Give me 40 angles on container shipping, then analyse which three are most defensible. Distinguish the near-term implications from the structural ones.",30,True,multi_turn,1520,True,Brainstorming,3,2,3
488,"I need a apology email about secondhand fashion resale by tomorrow. Keep it under 150 words. Match the tone of the style guide pasted below rather than your default voice. Open with a customer problem rather than a feature list. Leave a placeholder where the legal team needs to insert the disclaimer. Work in the three pricing tiers without making it read like a price list. Use British spelling throughout. Include two short quotes attributed to the engineering lead. Do not promise any delivery date we have not publicly committed to. Avoid naming any competitor, even indirectly. Write it so high school students could follow it without any background in the area. Assume the reader has already seen the teaser we sent last week.",167,False,one_shot,1370,True,Text Generation,1,1,1
489,"Act as a product coach and review the onboarding guide attached the way they would. Where two sources disagree, say which one you weighted more and why. Note where the sample is too small to carry the conclusion. Note any assumption you had to make to get there. Keep the scope to what is actually in front of you, not the wider market. If the framing itself is wrong, say so before answering. Call out the two weakest points in the argument as you see them. Point out anything a reviewer would immediately push back on. Separate clearly what the data supports from what is your inference. Rank the findings by how much each would change the decision. Flag anything where the source is ambiguous instead of guessing. Compare it against the version we discussed earlier in this thread.",188,True,one_shot,5600,True,Other,3,3,3
490,"Give me a first draft of a product description for a non-technical exec, based on the grant proposal below. Write it so new hires could follow it without any background in the area. Assume the reader has already seen the teaser we sent last week. Do not use bullet points anywhere in the body. Then analyse which section is weakest for that audience and say why.",89,True,one_shot,11860,True,Text Generation,1,2,2
491,I need a job posting about prediction markets by tomorrow. Open with a customer problem rather than a feature list. Write it so a developer audience could follow it without any background in the area. Do not promise any delivery date we have not publicly committed to. Then analyse which section is weakest for that audience and say why. Work in the three pricing tiers without making it read like a price list. Leave a placeholder where the legal team needs to insert the disclaimer. Use British spelling throughout. Give me three alternative headline options at the end. End with a call to action pointing at the docs. Mirror the structure of the last announcement so the series feels consistent. Do not use bullet points anywhere in the body.,174,True,one_shot,540,True,Text Generation,1,2,2
492,Plan a 150-day itinerary for Medellin around retail banking in Kenya. Keep it under 5 words. Do not promise any delivery date we have not publicly committed to. Write it so the board could follow it without any background in the area.,57,False,one_shot,1750,True,Other,3,0,3
493,"I'm going in circles on flat referral volume. Talk me through it. Tell me what evidence would change your mind on the main claim. Compare it against the version we discussed earlier in this thread. Keep the scope to what is actually in front of you, not the wider market.",68,True,one_shot,2600,True,Chatbot,3,1,3
494,Now add author affiliation handling to that retry wrapper.,12,False,multi_turn,6700,True,Code Generation,3,2,3
495,"Ok so given what we said about self-hosting our analytics, what should I actually do this week? Show your reasoning for each judgement rather than just the conclusion.",38,False,multi_turn,16690,True,Chatbot,3,3,3
496,Condense that into a paragraph high school students could read in 30 seconds. Do not use bullet points anywhere in the body.,30,False,multi_turn,2870,True,Summarization,2,1,2
497,"Based on the attached board deck, when is the dosage?",14,False,one_shot,960,True,Closed QA,1,0,1
498,Extract every payment term and author affiliation from the Slack export below and put them in a table. Treat blank and zero as different things.,34,False,one_shot,4470,True,Extraction,1,1,1
499,Extract every counterparty name and job title from the research paper below and put them in a table.,24,False,one_shot,5300,True,Extraction,1,1,1
500,"According to the support thread above, what counterparty name was recorded for the 2024 renewal?",20,False,one_shot,1500,True,Closed QA,1,0,1
